service id,hora,origen,tipo,hora,destino,tipo,demanda (pax)
71,8812,Tigre,D,8836,Retiro,A,988
72,8936,Retiro,D,8960,Tigre,A,1189
73,9031,Tigre,D,9055,Retiro,A,959
74,9153,Retiro,D,9177,Tigre,A,949
75,9303,Tigre,D,9327,Retiro,A,1019
76,9423,Retiro,D,9447,Tigre,A,1039
77,9532,Tigre,D,9556,Retiro,A,992
78,9656,Retiro,D,9680,Tigre,A,901
79,9770,Tigre,D,9794,Retiro,A,1120
80,9878,Retiro,D,9902,Tigre,A,952
81,10017,Tigre,D,10041,Retiro,A,1026
82,10112,Retiro,D,10136,Tigre,A,1022
83,10281,Tigre,D,10305,Retiro,A,854
84,10397,Retiro,D,10421,Tigre,A,957
85,10492,Tigre,D,10516,Retiro,A,851
86,10602,Retiro,D,10626,Tigre,A,1089
87,10737,Tigre,D,10761,Retiro,A,1179
88,10846,Retiro,D,10870,Tigre,A,712
89,10973,Tigre,D,10997,Retiro,A,847
90,11076,Retiro,D,11100,Tigre,A,970
91,11241,Tigre,D,11265,Retiro,A,753
92,11369,Retiro,D,11393,Tigre,A,1182
93,11439,Tigre,D,11463,Retiro,A,574
94,11556,Retiro,D,11580,Tigre,A,1368
95,11680,Tigre,D,11704,Retiro,A,1108
96,11838,Retiro,D,11862,Tigre,A,1268
97,11923,Tigre,D,11947,Retiro,A,976
98,12073,Retiro,D,12097,Tigre,A,1009
99,12191,Tigre,D,12215,Retiro,A,1087
100,12312,Retiro,D,12336,Tigre,A,946
101,12401,Tigre,D,12425,Retiro,A,988
102,12556,Retiro,D,12580,Tigre,A,1556
103,12675,Tigre,D,12699,Retiro,A,927
104,12755,Retiro,D,12779,Tigre,A,1060
105,12891,Tigre,D,12915,Retiro,A,1219
106,13025,Retiro,D,13049,Tigre,A,1038
107,13111,Tigre,D,13135,Retiro,A,782
108,13272,Retiro,D,13296,Tigre,A,1043
109,13373,Tigre,D,13397,Retiro,A,835
110,13503,Retiro,D,13527,Tigre,A,834
111,13643,Tigre,D,13667,Retiro,A,795
112,13747,Retiro,D,13771,Tigre,A,1282
113,13875,Tigre,D,13899,Retiro,A,1266
114,13960,Retiro,D,13984,Tigre,A,1050
115,14128,Tigre,D,14152,Retiro,A,987
116,14226,Retiro,D,14250,Tigre,A,1033
117,14367,Tigre,D,14391,Retiro,A,704
118,14457,Retiro,D,14481,Tigre,A,1222
119,14582,Tigre,D,14606,Retiro,A,1071
120,14726,Retiro,D,14750,Tigre,A,1082
121,14837,Tigre,D,14861,Retiro,A,709
122,14930,Retiro,D,14954,Tigre,A,994
123,15079,Tigre,D,15103,Retiro,A,697
124,15188,Retiro,D,15212,Tigre,A,991
125,15327,Tigre,D,15351,Retiro,A,1104
126,15427,Retiro,D,15451,Tigre,A,881
127,15528,Tigre,D,15552,Retiro,A,821
128,15682,Retiro,D,15706,Tigre,A,808
129,15775,Tigre,D,15799,Retiro,A,1238
130,15889,Retiro,D,15913,Tigre,A,1036
131,16041,Tigre,D,16065,Retiro,A,955
132,16165,Retiro,D,16189,Tigre,A,701
133,16242,Tigre,D,16266,Retiro,A,975
134,16385,Retiro,D,16409,Tigre,A,1076
135,16481,Tigre,D,16505,Retiro,A,941
136,16606,Retiro,D,16630,Tigre,A,997
137,16739,Tigre,D,16763,Retiro,A,1285
138,16855,Retiro,D,16879,Tigre,A,932
139,16982,Tigre,D,17006,Retiro,A,529
140,17074,Retiro,D,17098,Tigre,A,933
141,17243,Tigre,D,17267,Retiro,A,716
142,17366,Retiro,D,17390,Tigre,A,893
143,17479,Tigre,D,17503,Retiro,A,1024
144,17564,Retiro,D,17588,Tigre,A,1450
145,17708,Tigre,D,17732,Retiro,A,1169
146,17800,Retiro,D,17824,Tigre,A,842
147,17952,Tigre,D,17976,Retiro,A,1106
148,18067,Retiro,D,18091,Tigre,A,891
149,18207,Tigre,D,18231,Retiro,A,1179
150,18281,Retiro,D,18305,Tigre,A,698
151,18419,Tigre,D,18443,Retiro,A,1156
152,18559,Retiro,D,18583,Tigre,A,1015
153,18689,Tigre,D,18713,Retiro,A,815
154,18760,Retiro,D,18784,Tigre,A,754
155,18912,Tigre,D,18936,Retiro,A,1234
156,19047,Retiro,D,19071,Tigre,A,786
157,19154,Tigre,D,19178,Retiro,A,962
158,19270,Retiro,D,19294,Tigre,A,1066
159,19350,Tigre,D,19374,Retiro,A,982
160,19476,Retiro,D,19500,Tigre,A,740
161,19631,Tigre,D,19655,Retiro,A,964
162,19769,Retiro,D,19793,Tigre,A,788
163,19886,Tigre,D,19910,Retiro,A,1006
164,19973,Retiro,D,19997,Tigre,A,946
165,20102,Tigre,D,20126,Retiro,A,1150
166,20213,Retiro,D,20237,Tigre,A,1386
167,20363,Tigre,D,20387,Retiro,A,1136
168,20472,Retiro,D,20496,Tigre,A,969
169,20602,Tigre,D,20626,Retiro,A,1088
170,20719,Retiro,D,20743,Tigre,A,999
171,20797,Tigre,D,20821,Retiro,A,857
172,20950,Retiro,D,20974,Tigre,A,1380
173,21058,Tigre,D,21082,Retiro,A,742
174,21203,Retiro,D,21227,Tigre,A,1222
175,21300,Tigre,D,21324,Retiro,A,875
176,21418,Retiro,D,21442,Tigre,A,1186
177,21556,Tigre,D,21580,Retiro,A,754
178,21656,Retiro,D,21680,Tigre,A,870
179,21785,Tigre,D,21809,Retiro,A,1063
180,21926,Retiro,D,21950,Tigre,A,1291
181,21990,Tigre,D,22014,Retiro,A,999
182,22130,Retiro,D,22154,Tigre,A,799
183,22249,Tigre,D,22273,Retiro,A,1149
184,22357,Retiro,D,22381,Tigre,A,1249
185,22516,Tigre,D,22540,Retiro,A,971
186,22644,Retiro,D,22668,Tigre,A,1017
187,22731,Tigre,D,22755,Retiro,A,1066
188,22836,Retiro,D,22860,Tigre,A,1104
189,22993,Tigre,D,23017,Retiro,A,997
190,23119,Retiro,D,23143,Tigre,A,928
191,23239,Tigre,D,23263,Retiro,A,994
192,23319,Retiro,D,23343,Tigre,A,997
193,23487,Tigre,D,23511,Retiro,A,1036
194,23606,Retiro,D,23630,Tigre,A,558
195,23727,Tigre,D,23751,Retiro,A,797
196,23806,Retiro,D,23830,Tigre,A,1031
197,23943,Tigre,D,23967,Retiro,A,922
198,24089,Retiro,D,24113,Tigre,A,1080
199,24171,Tigre,D,24195,Retiro,A,525
200,24316,Retiro,D,24340,Tigre,A,990
201,24436,Tigre,D,24460,Retiro,A,1171
202,24532,Retiro,D,24556,Tigre,A,991
203,24667,Tigre,D,24691,Retiro,A,1162
204,24777,Retiro,D,24801,Tigre,A,1392
205,24903,Tigre,D,24927,Retiro,A,804
206,25042,Retiro,D,25066,Tigre,A,1005
207,25137,Tigre,D,25161,Retiro,A,1174
208,25287,Retiro,D,25311,Tigre,A,936
209,25376,Tigre,D,25400,Retiro,A,987
210,25510,Retiro,D,25534,Tigre,A,1400
211,25596,Tigre,D,25620,Retiro,A,948
212,25723,Retiro,D,25747,Tigre,A,1444
213,25835,Tigre,D,25859,Retiro,A,782
214,25950,Retiro,D,25974,Tigre,A,1007
215,26118,Tigre,D,26142,Retiro,A,1275
216,26195,Retiro,D,26219,Tigre,A,1467
217,26336,Tigre,D,26360,Retiro,A,889
218,26464,Retiro,D,26488,Tigre,A,952
219,26609,Tigre,D,26633,Retiro,A,764
220,26706,Retiro,D,26730,Tigre,A,1111
221,26836,Tigre,D,26860,Retiro,A,1273
222,26955,Retiro,D,26979,Tigre,A,1373
223,27041,Tigre,D,27065,Retiro,A,898
224,27182,Retiro,D,27206,Tigre,A,978
225,27293,Tigre,D,27317,Retiro,A,653
226,27438,Retiro,D,27462,Tigre,A,766
227,27555,Tigre,D,27579,Retiro,A,731
228,27642,Retiro,D,27666,Tigre,A,1061
229,27752,Tigre,D,27776,Retiro,A,865
230,27897,Retiro,D,27921,Tigre,A,967
231,28000,Tigre,D,28024,Retiro,A,903
232,28139,Retiro,D,28163,Tigre,A,960
233,28272,Tigre,D,28296,Retiro,A,1011
234,28405,Retiro,D,28429,Tigre,A,1154
235,28476,Tigre,D,28500,Retiro,A,1103
236,28605,Retiro,D,28629,Tigre,A,803
237,28710,Tigre,D,28734,Retiro,A,1246
238,28830,Retiro,D,28854,Tigre,A,646
239,28979,Tigre,D,29003,Retiro,A,1065
240,29122,Retiro,D,29146,Tigre,A,1005
241,29244,Tigre,D,29268,Retiro,A,638
242,29330,Retiro,D,29354,Tigre,A,868
243,29445,Tigre,D,29469,Retiro,A,1109
244,29607,Retiro,D,29631,Tigre,A,1102
245,29687,Tigre,D,29711,Retiro,A,780
246,29812,Retiro,D,29836,Tigre,A,686
247,29950,Tigre,D,29974,Retiro,A,837
248,30059,Retiro,D,30083,Tigre,A,1135
249,30197,Tigre,D,30221,Retiro,A,861
250,30293,Retiro,D,30317,Tigre,A,926
251,30441,Tigre,D,30465,Retiro,A,1148
252,30553,Retiro,D,30577,Tigre,A,1481
253,30674,Tigre,D,30698,Retiro,A,927
254,30760,Retiro,D,30784,Tigre,A,1345
255,30881,Tigre,D,30905,Retiro,A,903
256,31012,Retiro,D,31036,Tigre,A,1110
257,31149,Tigre,D,31173,Retiro,A,1127
258,31244,Retiro,D,31268,Tigre,A,985
259,31357,Tigre,D,31381,Retiro,A,854
260,31471,Retiro,D,31495,Tigre,A,803
261,31629,Tigre,D,31653,Retiro,A,885
262,31723,Retiro,D,31747,Tigre,A,755
263,31844,Tigre,D,31868,Retiro,A,1069
264,32004,Retiro,D,32028,Tigre,A,1005
265,32107,Tigre,D,32131,Retiro,A,616
266,32208,Retiro,D,32232,Tigre,A,570
267,32340,Tigre,D,32364,Retiro,A,1063
268,32439,Retiro,D,32463,Tigre,A,1212
269,32580,Tigre,D,32604,Retiro,A,1036
270,32729,Retiro,D,32753,Tigre,A,665
271,32791,Tigre,D,32815,Retiro,A,773
272,32936,Retiro,D,32960,Tigre,A,1161
273,33038,Tigre,D,33062,Retiro,A,1208
274,33163,Retiro,D,33187,Tigre,A,967
275,33322,Tigre,D,33346,Retiro,A,1077
276,33422,Retiro,D,33446,Tigre,A,1397
277,33547,Tigre,D,33571,Retiro,A,715
278,33676,Retiro,D,33700,Tigre,A,709
279,33807,Tigre,D,33831,Retiro,A,964
280,33905,Retiro,D,33929,Tigre,A,944
281,34004,Tigre,D,34028,Retiro,A,753
282,34113,Retiro,D,34137,Tigre,A,955
283,34281,Tigre,D,34305,Retiro,A,1058
284,34390,Retiro,D,34414,Tigre,A,1054
285,34470,Tigre,D,34494,Retiro,A,1157
286,34608,Retiro,D,34632,Tigre,A,992
287,34749,Tigre,D,34773,Retiro,A,1061
288,34835,Retiro,D,34859,Tigre,A,1105
289,34951,Tigre,D,34975,Retiro,A,848
290,35121,Retiro,D,35145,Tigre,A,1008
291,35243,Tigre,D,35267,Retiro,A,961
292,35319,Retiro,D,35343,Tigre,A,977
293,35450,Tigre,D,35474,Retiro,A,1015
294,35589,Retiro,D,35613,Tigre,A,1269
295,35721,Tigre,D,35745,Retiro,A,711
296,35803,Retiro,D,35827,Tigre,A,932
297,35936,Tigre,D,35960,Retiro,A,1055
298,36040,Retiro,D,36064,Tigre,A,1159
299,36167,Tigre,D,36191,Retiro,A,815
300,36279,Retiro,D,36303,Tigre,A,834
301,36421,Tigre,D,36445,Retiro,A,949
302,36560,Retiro,D,36584,Tigre,A,1090
303,36671,Tigre,D,36695,Retiro,A,873
304,36786,Retiro,D,36810,Tigre,A,1015
305,36911,Tigre,D,36935,Retiro,A,1146
306,37047,Retiro,D,37071,Tigre,A,1065
307,37148,Tigre,D,37172,Retiro,A,864
308,37239,Retiro,D,37263,Tigre,A,1225
309,37395,Tigre,D,37419,Retiro,A,818
310,37519,Retiro,D,37543,Tigre,A,1170
311,37595,Tigre,D,37619,Retiro,A,942
312,37746,Retiro,D,37770,Tigre,A,936
313,37878,Tigre,D,37902,Retiro,A,737
314,37962,Retiro,D,37986,Tigre,A,1133
315,38081,Tigre,D,38105,Retiro,A,1067
316,38235,Retiro,D,38259,Tigre,A,801
317,38333,Tigre,D,38357,Retiro,A,1113
318,38448,Retiro,D,38472,Tigre,A,643
319,38596,Tigre,D,38620,Retiro,A,589
320,38728,Retiro,D,38752,Tigre,A,927
321,38846,Tigre,D,38870,Retiro,A,1134
322,38950,Retiro,D,38974,Tigre,A,937
323,39055,Tigre,D,39079,Retiro,A,1202
324,39187,Retiro,D,39211,Tigre,A,917
325,39276,Tigre,D,39300,Retiro,A,1144
326,39443,Retiro,D,39467,Tigre,A,1056
327,39564,Tigre,D,39588,Retiro,A,920
328,39643,Retiro,D,39667,Tigre,A,1138
329,39752,Tigre,D,39776,Retiro,A,649
330,39899,Retiro,D,39923,Tigre,A,1157
331,40023,Tigre,D,40047,Retiro,A,1084
332,40161,Retiro,D,40185,Tigre,A,825
333,40231,Tigre,D,40255,Retiro,A,841
334,40403,Retiro,D,40427,Tigre,A,1238
335,40529,Tigre,D,40553,Retiro,A,1167
336,40629,Retiro,D,40653,Tigre,A,801
337,40714,Tigre,D,40738,Retiro,A,753
338,40873,Retiro,D,40897,Tigre,A,689
339,40982,Tigre,D,41006,Retiro,A,946
340,41078,Retiro,D,41102,Tigre,A,1181
341,41223,Tigre,D,41247,Retiro,A,1378
342,41317,Retiro,D,41341,Tigre,A,1066
343,41454,Tigre,D,41478,Retiro,A,1121
344,41580,Retiro,D,41604,Tigre,A,1284
345,41684,Tigre,D,41708,Retiro,A,761
346,41820,Retiro,D,41844,Tigre,A,606
347,41969,Tigre,D,41993,Retiro,A,1292
348,42033,Retiro,D,42057,Tigre,A,1148
349,42155,Tigre,D,42179,Retiro,A,850
350,42322,Retiro,D,42346,Tigre,A,1271
351,42441,Tigre,D,42465,Retiro,A,1320
352,42515,Retiro,D,42539,Tigre,A,770
353,42686,Tigre,D,42710,Retiro,A,720
354,42761,Retiro,D,42785,Tigre,A,1047
355,42872,Tigre,D,42896,Retiro,A,934
356,43000,Retiro,D,43024,Tigre,A,1186
357,43166,Tigre,D,43190,Retiro,A,961
358,43262,Retiro,D,43286,Tigre,A,971
359,43372,Tigre,D,43396,Retiro,A,1205
360,43515,Retiro,D,43539,Tigre,A,888
361,43619,Tigre,D,43643,Retiro,A,714
362,43718,Retiro,D,43742,Tigre,A,701
363,43854,Tigre,D,43878,Retiro,A,1105
364,43988,Retiro,D,44012,Tigre,A,1162
365,44108,Tigre,D,44132,Retiro,A,687
366,44236,Retiro,D,44260,Tigre,A,958
367,44331,Tigre,D,44355,Retiro,A,1112
368,44488,Retiro,D,44512,Tigre,A,939
369,44569,Tigre,D,44593,Retiro,A,1035
370,44708,Retiro,D,44732,Tigre,A,392
371,44845,Tigre,D,44869,Retiro,A,1023
372,44936,Retiro,D,44960,Tigre,A,887
373,45086,Tigre,D,45110,Retiro,A,578
374,45176,Retiro,D,45200,Tigre,A,1035
375,45313,Tigre,D,45337,Retiro,A,1063
376,45449,Retiro,D,45473,Tigre,A,1056
377,45556,Tigre,D,45580,Retiro,A,797
378,45651,Retiro,D,45675,Tigre,A,1090
379,45759,Tigre,D,45783,Retiro,A,948
380,45870,Retiro,D,45894,Tigre,A,794
381,46048,Tigre,D,46072,Retiro,A,1105
382,46141,Retiro,D,46165,Tigre,A,1152
383,46254,Tigre,D,46278,Retiro,A,910
384,46375,Retiro,D,46399,Tigre,A,883
385,46529,Tigre,D,46553,Retiro,A,702
386,46617,Retiro,D,46641,Tigre,A,891
387,46727,Tigre,D,46751,Retiro,A,1379
388,46880,Retiro,D,46904,Tigre,A,815
389,46961,Tigre,D,46985,Retiro,A,996
390,47104,Retiro,D,47128,Tigre,A,930
391,47237,Tigre,D,47261,Retiro,A,667
392,47353,Retiro,D,47377,Tigre,A,726
393,47489,Tigre,D,47513,Retiro,A,927
394,47565,Retiro,D,47589,Tigre,A,878
395,47675,Tigre,D,47699,Retiro,A,1340
396,47831,Retiro,D,47855,Tigre,A,1013
397,47910,Tigre,D,47934,Retiro,A,1212
398,48034,Retiro,D,48058,Tigre,A,1029
399,48176,Tigre,D,48200,Retiro,A,1046
400,48275,Retiro,D,48299,Tigre,A,932
401,48442,Tigre,D,48466,Retiro,A,1061
402,48530,Retiro,D,48554,Tigre,A,917
403,48686,Tigre,D,48710,Retiro,A,989
404,48776,Retiro,D,48800,Tigre,A,689
405,48929,Tigre,D,48953,Retiro,A,1061
406,49014,Retiro,D,49038,Tigre,A,1191
407,49127,Tigre,D,49151,Retiro,A,691
408,49234,Retiro,D,49258,Tigre,A,927
409,49385,Tigre,D,49409,Retiro,A,1027
410,49499,Retiro,D,49523,Tigre,A,421
411,49590,Tigre,D,49614,Retiro,A,912
412,49769,Retiro,D,49793,Tigre,A,1067
413,49840,Tigre,D,49864,Retiro,A,897
414,49972,Retiro,D,49996,Tigre,A,1103
415,50077,Tigre,D,50101,Retiro,A,1280
416,50199,Retiro,D,50223,Tigre,A,1041
417,50353,Tigre,D,50377,Retiro,A,983
418,50446,Retiro,D,50470,Tigre,A,1052
419,50582,Tigre,D,50606,Retiro,A,1076
420,50712,Retiro,D,50736,Tigre,A,819
421,50809,Tigre,D,50833,Retiro,A,1146
422,50948,Retiro,D,50972,Tigre,A,700
423,51062,Tigre,D,51086,Retiro,A,726
424,51184,Retiro,D,51208,Tigre,A,1246
425,51308,Tigre,D,51332,Retiro,A,905
426,51417,Retiro,D,51441,Tigre,A,1206
427,51520,Tigre,D,51544,Retiro,A,1005
428,51661,Retiro,D,51685,Tigre,A,1197
429,51785,Tigre,D,51809,Retiro,A,852
430,51877,Retiro,D,51901,Tigre,A,790
431,52017,Tigre,D,52041,Retiro,A,984
432,52169,Retiro,D,52193,Tigre,A,895
433,52241,Tigre,D,52265,Retiro,A,1028
434,52370,Retiro,D,52394,Tigre,A,1065
435,52477,Tigre,D,52501,Retiro,A,895
436,52602,Retiro,D,52626,Tigre,A,1014
437,52753,Tigre,D,52777,Retiro,A,1066
438,52834,Retiro,D,52858,Tigre,A,1055
439,52961,Tigre,D,52985,Retiro,A,664
440,53113,Retiro,D,53137,Tigre,A,1498
441,53245,Tigre,D,53269,Retiro,A,1159
442,53356,Retiro,D,53380,Tigre,A,1130
443,53481,Tigre,D,53505,Retiro,A,1242
444,53565,Retiro,D,53589,Tigre,A,730
445,53728,Tigre,D,53752,Retiro,A,1121
446,53795,Retiro,D,53819,Tigre,A,917
447,53969,Tigre,D,53993,Retiro,A,1053
448,54084,Retiro,D,54108,Tigre,A,497
449,54183,Tigre,D,54207,Retiro,A,1251
450,54327,Retiro,D,54351,Tigre,A,1175
451,54398,Tigre,D,54422,Retiro,A,1260
452,54569,Retiro,D,54593,Tigre,A,939
453,54667,Tigre,D,54691,Retiro,A,641
454,54784,Retiro,D,54808,Tigre,A,1344
455,54886,Tigre,D,54910,Retiro,A,676
456,55003,Retiro,D,55027,Tigre,A,678
457,55165,Tigre,D,55189,Retiro,A,817
458,55285,Retiro,D,55309,Tigre,A,990
459,55351,Tigre,D,55375,Retiro,A,1092
460,55509,Retiro,D,55533,Tigre,A,1483
461,55623,Tigre,D,55647,Retiro,A,926
462,55756,Retiro,D,55780,Tigre,A,1387
463,55887,Tigre,D,55911,Retiro,A,1016
464,55993,Retiro,D,56017,Tigre,A,980
465,56072,Tigre,D,56096,Retiro,A,1088
466,56206,Retiro,D,56230,Tigre,A,694
467,56366,Tigre,D,56390,Retiro,A,1010
468,56474,Retiro,D,56498,Tigre,A,778
469,56590,Tigre,D,56614,Retiro,A,588
470,56696,Retiro,D,56720,Tigre,A,981
471,56841,Tigre,D,56865,Retiro,A,992
472,56942,Retiro,D,56966,Tigre,A,1008
473,57059,Tigre,D,57083,Retiro,A,632
474,57152,Retiro,D,57176,Tigre,A,962
475,57283,Tigre,D,57307,Retiro,A,1006
476,57417,Retiro,D,57441,Tigre,A,872
477,57544,Tigre,D,57568,Retiro,A,1123
478,57668,Retiro,D,57692,Tigre,A,976
479,57801,Tigre,D,57825,Retiro,A,1028
480,57924,Retiro,D,57948,Tigre,A,807
481,58026,Tigre,D,58050,Retiro,A,1334
482,58157,Retiro,D,58181,Tigre,A,699
483,58288,Tigre,D,58312,Retiro,A,1146
484,58363,Retiro,D,58387,Tigre,A,1088
485,58513,Tigre,D,58537,Retiro,A,777
486,58607,Retiro,D,58631,Tigre,A,1039
487,58761,Tigre,D,58785,Retiro,A,714
488,58889,Retiro,D,58913,Tigre,A,1196
489,59001,Tigre,D,59025,Retiro,A,929
490,59088,Retiro,D,59112,Tigre,A,1100
491,59223,Tigre,D,59247,Retiro,A,1202
492,59340,Retiro,D,59364,Tigre,A,1075
493,59450,Tigre,D,59474,Retiro,A,1373
494,59601,Retiro,D,59625,Tigre,A,822
495,59687,Tigre,D,59711,Retiro,A,1058
496,59825,Retiro,D,59849,Tigre,A,1114
497,59912,Tigre,D,59936,Retiro,A,1072
498,60039,Retiro,D,60063,Tigre,A,706
499,60202,Tigre,D,60226,Retiro,A,919
500,60272,Retiro,D,60296,Tigre,A,1039
501,60416,Tigre,D,60440,Retiro,A,1065
502,60534,Retiro,D,60558,Tigre,A,865
503,60652,Tigre,D,60676,Retiro,A,988
504,60751,Retiro,D,60775,Tigre,A,796
505,60890,Tigre,D,60914,Retiro,A,1425
506,60992,Retiro,D,61016,Tigre,A,900
507,61155,Tigre,D,61179,Retiro,A,1269
508,61274,Retiro,D,61298,Tigre,A,1055
509,61364,Tigre,D,61388,Retiro,A,796
510,61476,Retiro,D,61500,Tigre,A,814
511,61635,Tigre,D,61659,Retiro,A,1292
512,61747,Retiro,D,61771,Tigre,A,842
513,61860,Tigre,D,61884,Retiro,A,1011
514,62001,Retiro,D,62025,Tigre,A,1208
515,62117,Tigre,D,62141,Retiro,A,583
516,62236,Retiro,D,62260,Tigre,A,1331
517,62330,Tigre,D,62354,Retiro,A,1194
518,62430,Retiro,D,62454,Tigre,A,989
519,62559,Tigre,D,62583,Retiro,A,1100
520,62691,Retiro,D,62715,Tigre,A,862
521,62815,Tigre,D,62839,Retiro,A,815
522,62939,Retiro,D,62963,Tigre,A,1096
523,63030,Tigre,D,63054,Retiro,A,846
524,63171,Retiro,D,63195,Tigre,A,861
525,63303,Tigre,D,63327,Retiro,A,1153
526,63410,Retiro,D,63434,Tigre,A,1453
527,63512,Tigre,D,63536,Retiro,A,887
528,63676,Retiro,D,63700,Tigre,A,805
529,63786,Tigre,D,63810,Retiro,A,1125
530,63918,Retiro,D,63942,Tigre,A,1162
531,64039,Tigre,D,64063,Retiro,A,1038
532,64133,Retiro,D,64157,Tigre,A,917
533,64234,Tigre,D,64258,Retiro,A,648
534,64361,Retiro,D,64385,Tigre,A,1012
535,64511,Tigre,D,64535,Retiro,A,838
536,64638,Retiro,D,64662,Tigre,A,1137
537,64719,Tigre,D,64743,Retiro,A,758
538,64832,Retiro,D,64856,Tigre,A,1060
539,64954,Tigre,D,64978,Retiro,A,844
540,65128,Retiro,D,65152,Tigre,A,591
541,65223,Tigre,D,65247,Retiro,A,1189
542,65343,Retiro,D,65367,Tigre,A,1152
543,65483,Tigre,D,65507,Retiro,A,1155
544,65550,Retiro,D,65574,Tigre,A,776
545,65687,Tigre,D,65711,Retiro,A,1381
546,65794,Retiro,D,65818,Tigre,A,1130
547,65937,Tigre,D,65961,Retiro,A,1542
548,66042,Retiro,D,66066,Tigre,A,715
549,66208,Tigre,D,66232,Retiro,A,1206
550,66270,Retiro,D,66294,Tigre,A,782
551,66447,Tigre,D,66471,Retiro,A,1008
552,66514,Retiro,D,66538,Tigre,A,599
553,66636,Tigre,D,66660,Retiro,A,786
554,66751,Retiro,D,66775,Tigre,A,1059
555,66914,Tigre,D,66938,Retiro,A,675
556,67007,Retiro,D,67031,Tigre,A,919
557,67110,Tigre,D,67134,Retiro,A,1005
558,67260,Retiro,D,67284,Tigre,A,736
559,67379,Tigre,D,67403,Retiro,A,806
560,67513,Retiro,D,67537,Tigre,A,1315
561,67648,Tigre,D,67672,Retiro,A,1080
562,67723,Retiro,D,67747,Tigre,A,1072
563,67852,Tigre,D,67876,Retiro,A,1197
564,67974,Retiro,D,67998,Tigre,A,1105
565,68111,Tigre,D,68135,Retiro,A,1254
566,68216,Retiro,D,68240,Tigre,A,948
567,68332,Tigre,D,68356,Retiro,A,991
568,68437,Retiro,D,68461,Tigre,A,953
